Genome	FullLength	PartialLength
2524614863	7	0
2524614865	2	0
2524614866	8	0
2524614867	1	0
2524614868	1	0
2524614869	6	0
2524614870	1	2
2524614871	2	0
2524614872	2	1
2524614873	2	0
2524614874	3	1
2524614875	0	1
2524614876	2	0
2524614877	4	0
2524614878	4	1
2524614879	6	1
2524614880	3	0
2524614881	3	1
2524614882	1	0
2524614883	8	0
2524614884	1	0
2526164509	3	1
2526164510	4	0
2526164511	4	1
2526164512	1	0
2526164513	5	0
2526164514	1	0
2526164515	3	1
2526164516	1	0
2526164517	3	1
2526164518	4	0
2526164522	9	1
2526164523	1	0
2526164524	3	0
2526164525	1	0
2526164526	2	0
2526164527	2	0
2526164528	3	0
2526164529	6	0
2526164530	1	0
2526164533	1	1
2526164534	3	2
2526164694	3	0
2526164710	8	1
2526164711	1	0
2526164712	1	4
2526164713	1	0
2526164737	5	0
2526164741	4	1
2526164742	1	0
2526164762	0	0
2526164763	0	0
2526164764	1	0
2526164783	5	0
2527291701	4	0
2527291702	2	0
2527291724	2	0
2527291725	2	0
2528311033	2	0
2528311034	3	0
2528311045	3	2
2528311092	1	0
2528311093	4	1
2528311094	3	0
2528311097	1	0
2528311129	1	0
2528311135	7	0
2528311143	1	0
2528768012	3	0
2528768022	1	0
2528768146	1	0
2528768159	2	0
2528768167	2	0
2528768179	4	0
2528768208	9	0
2528768209	2	2
2528768210	5	0
2528768215	3	0
2528768218	7	0
2528768219	6	0
2528768220	4	0
2528768221	3	0
2528768222	11	0
2528768223	2	1
2528768230	2	1
2528768237	1	0
2529292502	2	0
2529292503	3	0
2529292555	1	0
2529292556	1	0
2529292557	1	0
2529292568	3	0
2529292577	1	0
2529292578	8	2
2529292583	1	0
2529292584	4	0
2531839721	3	0
2531839744	2	1
2531839745	8	0
2534682365	1	0
2534682370	4	0
2537562247	2	0
2537562250	6	0
2540341191	4	0
2540341192	2	0
2540341193	3	1
2540341198	1	0
2540341199	3	0
2540341200	2	0
2540341205	5	0
2540341206	4	0
2540341221	3	1
2540341222	3	0
2540341223	1	0
2540341224	1	0
2540341225	0	0
2540341226	0	0
2540341229	3	0
2540341230	3	0
2540341236	1	0
2540341237	3	0
2540341238	1	0
2540341239	4	0
2540341240	3	0
2540341241	2	0
2540341242	1	0
2540341243	4	0
2540341244	3	0
2540341245	4	0
2540341246	3	0
2540341247	2	0
2540341248	4	0
2540341249	5	0
2540341250	3	0
2541046934	2	0
2541046937	2	2
2541046951	2	0
2541046952	0	1
2541046955	7	0
2541046957	5	0
2541046969	2	0
2545555808	0	1
2545555812	1	0
2545555813	3	0
2545555814	1	1
2545555815	0	1
2545555820	1	1
2545555826	5	0
2545555829	3	0
2545555831	1	0
2545555834	6	0
2545555844	1	0
2545555854	2	0
2545555856	1	0
2545555857	1	1
2545555858	1	1
2545555859	3	1
2545555860	1	0
2545555861	2	0
2545555862	4	0
2545555863	2	1
2545555864	1	0
2545555865	4	0
2545555866	1	0
2545555867	3	0
2545555868	4	0
2545555869	3	1
2545555877	2	0
2545555880	2	0
2545824506	7	0
2545824507	3	0
2545824508	1	0
2545824509	3	0
2545824514	1	0
2545824537	4	0
2545824538	3	0
2545824539	2	0
2545824540	1	1
2545824541	2	0
2545824542	2	0
2545824543	1	0
2545824551	1	2
2545824552	1	0
2545824562	1	0
2545824563	1	0
2545824564	1	0
2545824569	1	0
2545824614	1	0
2545824615	2	0
2546825523	1	1
2546825524	1	0
2546825528	2	0
2546825529	4	1
2546825530	5	0
2546825531	2	0
2546825533	1	0
2546825534	3	0
2546825535	2	1
2546825536	4	2
2546825546	5	0
2546825547	2	0
2546826724	6	0
2546826728	6	0
2546826730	2	0
2547132468	1	0
2547132469	2	0
2547132470	1	0
2547132509	7	0
2547132513	1	0
2547132518	1	0
2547132519	6	0
2548877165	1	1
2548877166	1	0
2548877170	3	0
2548877171	4	0
2556793013	1	0
2556793019	1	0
2556921005	4	0
2556921006	5	1
2556921007	5	2
2556921008	1	0
2556921009	3	1
2556921011	5	1
2556921012	1	0
2556921013	4	0
2556921014	3	0
2556921015	1	1
2556921016	3	0
2556921017	3	0
2556921018	1	0
2556921022	5	0
2556921023	7	0
2556921024	5	0
2556921025	7	1
2556921039	3	0
2556921040	0	0
2556921041	10	0
2556921042	1	0
2556921043	3	0
2556921044	2	0
2556921045	1	0
2556921091	2	0
2556921092	8	0
2556921093	4	0
2556921094	1	0
2556921095	5	1
2556921096	1	0
2556921097	3	1
2556921098	3	0
2556921099	3	1
2556921100	5	1
2556921109	1	0
2556921110	4	0
2556921111	5	0
2556921112	2	0
2556921113	1	0
2556921600	0	0
2556921601	4	0
2556921602	3	1
2556921603	2	0
2556921618	2	0
2556921620	2	0
2556921621	4	0
2556921622	1	0
2556921623	2	0
2556921624	1	0
2556921625	1	0
2556921627	3	0
2556921628	6	0
2556921629	3	0
2556921630	2	1
2556921631	4	0
2556921632	1	0
2556921633	1	0
2556921648	1	0
2556921649	1	1
2556921650	3	0
2556921651	3	0
2556921652	1	0
2556921653	3	0
2556921654	3	1
2556921655	13	0
2556921656	2	2
2556921657	0	1
2556921658	5	1
2556921664	5	0
2556921665	5	0
2556921666	1	0
2556921667	2	0
2556921670	5	0
2556921671	6	0
2556921672	1	0
2556921673	3	1
2556921674	3	0
2556921675	1	0
2556921676	1	0
2558309000	1	0
2558309001	2	0
2558309002	5	0
2558309003	5	1
2558309005	4	0
2558309012	2	0
2558309013	4	0
2558309014	4	1
2558309032	2	0
2558309033	2	0
2558309034	3	0
2558309035	4	0
2558309036	2	0
2558309037	3	1
2558309039	5	0
2558309100	9	0
2558309101	1	0
2558309102	1	0
2558309103	1	0
2558309104	2	0
2558309105	2	0
2558309106	1	0
2558309107	4	0
2558309108	3	0
2558309109	3	0
2558309150	1	0
2558309151	1	2
2558860100	4	0
2558860101	3	0
2558860112	3	0
2558860114	8	0
2558860115	2	0
2558860116	2	0
2558860117	0	0
2558860118	2	0
2558860119	3	0
2558860120	4	0
2558860121	2	0
2558860122	2	0
2558860124	3	0
2558860125	2	1
2558860126	2	0
2558860127	5	0
2558860128	3	0
2558860129	1	0
2558860130	5	0
2558860131	1	2
2558860132	6	1
2558860134	3	1
2558860135	5	0
2558860137	3	0
2558860138	2	0
2558860139	5	0
2558860140	3	0
2558860144	3	0
2558860145	6	0
2558860159	3	0
2558860160	1	0
2558860163	1	0
2558860165	1	0
2558860166	3	0
2558860167	3	0
2558860168	4	0
2558860968	1	0
2558860969	14	1
2558860970	6	2
2558860971	4	0
2558860973	3	0
2558860974	3	0
2558860975	2	0
2558860976	1	0
2558860977	7	0
2558860979	12	0
2558860980	5	0
2558860981	2	0
2558860982	3	0
2558860983	2	0
2558860984	5	0
2558860985	4	0
2558860986	1	0
2558860987	4	0
2558860988	4	0
2558860989	6	0
2558860990	3	1
2558860991	4	1
2558860992	4	1
2558860993	2	1
2558860994	5	0
2558860995	1	0
2561511033	2	0
2561511034	3	1
2561511035	5	0
2561511036	4	0
2561511037	4	0
2561511038	0	3
2561511039	2	2
2561511040	4	0
2561511042	2	0
2561511058	1	0
2561511059	1	0
2561511066	6	0
2561511068	6	0
2561511070	3	1
2561511071	1	0
2561511072	3	0
2561511073	5	0
2561511074	4	0
2561511075	4	0
2561511076	1	0
2561511077	1	0
2561511078	1	0
2561511079	4	0
2561511080	3	0
2561511081	4	0
2561511082	2	0
2561511083	1	0
2561511089	1	0
2561511090	3	0
2561511091	5	0
2561511092	4	2
2561511095	2	0
2561511096	1	0
2561511097	6	0
2561511098	3	0
2561511099	2	0
2561511100	1	1
2561511101	3	0
2561511102	3	0
2561511103	1	3
2561511104	4	0
2561511105	3	1
2561511106	1	1
2561511107	4	0
2561511108	4	0
2561511109	4	0
2561511110	4	0
2561511111	4	0
2561511112	3	0
2561511113	4	0
2561511114	4	0
2561511115	2	1
2561511123	3	0
2561511128	2	0
2561511129	1	0
2561511132	3	0
2561511133	5	1
2561511134	4	0
2561511135	0	1
2561511136	3	0
2561511137	1	0
2561511138	4	1
2561511139	6	0
2561511141	3	0
2561511142	9	0
2561511143	3	0
2561511144	6	1
2561511145	6	1
2561511219	5	0
2561511220	2	0
2561511221	5	0
2561511222	2	0
2561511223	2	1
2561511224	1	0
2561511225	3	0
2561511226	4	0
2561511227	9	0
2561511228	1	0
2561511229	0	0
2561511230	4	0
2561511231	4	0
2561511232	5	2
2561511233	3	0
2561511235	4	0
2561511236	1	0
2561511237	1	0
2561511239	1	0
2562617000	9	0
2562617001	9	0
2562617002	3	1
2562617003	3	2
2562617004	3	0
2562617011	7	0
2562617012	4	0
2562617013	7	0
2562617014	4	1
2562617029	3	0
2562617030	4	0
2562617035	3	0
2562617048	2	0
2562617050	5	0
2562617051	5	0
2562617052	1	0
2562617054	3	0
2562617194	7	0
2562617195	1	0
2562617196	2	0
2562617197	2	0
2562617198	1	0
2562617199	4	0
2562617200	9	0
2563366501	10	0
2563366502	1	0
2563366504	3	0
2563366505	3	0
2563366506	3	0
2563366507	4	0
2563366508	1	0
2563366509	2	1
2563366510	2	0
2563366511	2	0
2563366512	1	0
2563366513	11	0
2563366514	15	0
2563366515	1	0
2563366516	7	1
2563366517	2	0
2563366531	3	1
2563366532	3	1
2563366533	3	1
2563366534	4	1
2563366537	4	0
2563366538	4	0
2563366539	3	2
2563366540	1	0
2563366541	3	0
2563366544	1	0
2563366545	3	0
2563366546	3	0
2563366600	0	0
2563366717	5	0
2563366719	2	0
2563366720	1	0
2563366721	21	0
2563366722	4	0
2563366723	2	0
2563366724	4	0
2563366725	1	0
2563366726	1	0
2563366727	4	0
2563366728	3	0
2563366729	3	2
2563366730	7	0
2563366731	5	0
2563366732	5	2
2563366733	7	0
2563366734	4	0
2563366735	1	0
2563366738	2	0
2563366739	1	0
2563367225	4	0
2565956507	4	0
2565956508	2	0
2565956509	5	0
2565956510	1	0
2565956511	4	0
2565956514	1	0
2565956515	4	1
2565956516	5	1
2565956517	3	0
2565956518	7	1
2565956519	2	3
2565956520	2	0
2565956521	2	0
2565956522	1	0
2565956523	3	3
2565956524	1	0
2565956525	7	0
2565956526	1	0
2565956527	4	0
2565956528	3	1
2565956529	8	0
2565956530	3	0
2565956531	3	0
2565956532	1	0
2565956533	2	0
2565956541	2	0
2565956542	3	0
2565957137	1	0
2565957139	2	0
2568526001	2	0
2568526002	2	0
2568526003	1	0
2568526004	3	0
2568526005	6	1
2568526006	6	0
2568526007	2	0
2568526008	1	0
2568526009	3	0
2568526010	5	0
2568526011	1	1
2568526012	5	1
2571042000	2	0
2571042001	8	0
2571042002	1	0
2571042003	2	1
2571042004	2	0
2571042005	6	0
2571042006	4	1
2571042007	3	1
2571042008	4	0
2571042009	4	0
2571042010	4	0
2571042011	2	0
2571042012	1	0
2571042013	6	1
2571042014	2	0
2571042015	5	0
2571042016	3	1
2571042017	0	1
2571042345	2	2
2571042346	0	0
2571042347	2	0
2571042348	1	0
2571042362	6	0
2571042363	3	0
2571042364	1	0
2571042365	4	0
2571042366	12	0
2571042907	6	0
2571042908	3	0
2571042909	3	0
2571042912	2	0
2571042913	2	0
2571042914	2	0
2571042915	4	0
2571042916	4	0
2571042917	6	0
2571042918	2	0
2571042920	4	0
2571042921	1	0
2571042922	1	0
2574179700	1	0
2574179701	1	0
2574179702	9	1
2574179703	10	1
2574179704	3	0
2574179705	9	0
2574179706	1	0
2574179707	5	0
2574179708	1	0
2574179709	4	0
2574179710	2	0
2574179711	2	1
2574179712	4	0
2574179718	4	0
2574179721	1	0
2574179722	2	0
2574179723	3	0
2574179724	6	0
2574179725	3	0
2574179726	2	0
2574179727	5	0
2574179731	1	1
2574179732	5	0
2574179733	0	0
2574179734	1	0
2574179735	1	0
2574179736	13	0
2574179739	1	0
2574179740	3	0
2574179741	2	0
2574179742	2	0
2574179743	2	0
2574179744	7	0
2574179745	1	0
2574179746	1	0
2574179747	6	0
2574179748	7	0
2574179749	9	0
2574179751	1	0
2574179752	8	0
2574179753	0	0
2574179754	3	0
2574179756	7	0
2574179761	8	1
2574179762	7	0
2574179763	1	0
2574179766	2	0
2574179767	3	0
2574179768	1	0
2574179770	8	0
2574179771	2	0
2574179772	1	0
2574179773	5	1
2574179776	1	0
2574179777	3	0
2574179778	2	0
2574179779	3	0
2574179780	3	0
2574179781	2	0
2574179782	8	0
2574179783	8	0
2574179784	2	0
2574179785	9	0
2574179786	5	0
2574179788	5	0
2574179791	2	0
2574179792	6	0
2574179793	10	0
2574179794	8	0
2574179795	10	0
2574180433	6	0
2574180434	4	1
2574180435	5	1
2574180436	4	0
2574180437	1	0
2574180438	2	0
2574180439	2	0
2574180442	1	1
2574180443	7	0
2574180448	5	0
2574180449	7	0
2574180450	1	0
2574180451	2	0
2574180452	1	0
2574180453	4	1
2576861397	4	0
2576861398	1	0
2576861399	3	0
2576861400	8	0
2576861401	9	0
2576861402	1	0
2576861403	1	0
2576861418	1	0
2576861815	3	0
2576861816	1	0
2576861818	4	0
2576861819	4	0
2576861823	3	0
2576861824	3	0
2576861825	7	0
2576861830	6	0
2576861831	7	0
2579778515	3	0
2579778516	1	0
2579778518	11	0
2579778519	2	1
2579778520	6	0
2579778522	10	0
2579778523	8	0
2579779151	1	0
2579779156	2	0
2579779157	1	0
2579779158	4	0
2579779159	1	0
2579779161	6	0
2579779162	2	0
2579779163	3	0
2579779165	1	0
2579779168	1	0
2579779169	2	1
2579779170	1	0
2579779171	2	1
2582580500	1	0
2582580502	2	0
2582580503	1	0
2582580713	7	0
2582580720	7	0
2582580721	2	0
2582580726	4	0
2582580727	5	1
2582580728	4	1
2582580729	1	0
2582580730	1	0
2582580731	3	0
2582580732	7	0
2582580733	2	0
2582580744	2	0
2582580745	3	0
2582580746	1	0
2582580747	0	0
2582580748	2	1
2582580749	5	0
2582580750	2	0
2582580751	3	0
2582581225	2	0
2582581226	2	0
2582581238	3	1
2582581239	8	0
2582581240	2	0
2582581241	4	0
2582581242	1	0
2582581250	1	0
2582581251	6	0
2582581252	11	0
2582581258	2	0
2582581260	1	0
2582581261	6	1
2582581262	2	1
2582581263	8	1
2582581264	1	0
2582581265	4	0
2582581266	2	0
2582581267	3	0
2582581268	4	1
2582581269	4	1
2582581270	3	0
2582581271	8	0
2582581272	1	0
2582581273	1	1
2582581274	2	0
2582581275	1	2
2582581276	7	0
2582581277	1	2
2582581278	1	0
2582581279	3	0
2582581280	2	0
2582581281	2	0
2582581282	2	0
2582581283	1	0
2582581293	2	0
2582581294	2	0
2582581295	2	0
2582581296	1	1
2582581297	2	1
2582581298	1	0
2582581299	1	0
2582581300	7	0
2582581301	8	0
2582581302	4	0
2582581304	2	0
2582581305	3	0
2582581306	1	0
2582581307	1	0
2582581308	1	0
2582581311	1	0
2582581312	1	0
2582581313	2	0
2582581314	4	0
2582581315	2	0
2582581316	1	0
2582581317	3	0
2582581318	1	0
2582581319	3	0
2582581320	1	0
2582581321	0	0
2582581322	2	0
2582581323	0	2
2582581324	1	0
2582581325	2	0
2582581326	3	0
2582581379	3	0
2582581865	1	0
2582581866	1	0
2582581867	1	0
2582581868	3	0
2582581869	3	0
2582581870	5	0
2582581871	0	1
2582581872	1	0
2582581873	1	0
2585427525	4	0
2585427526	1	0
2585427527	1	0
2585427528	1	0
2585427529	1	0
2585427530	1	0
2585427531	1	0
2585427554	3	0
2585427555	3	0
2585427556	2	0
2585427557	3	0
2585427558	3	0
2585427559	4	0
2585427560	3	0
2585427561	3	0
2585427562	3	0
2585427589	2	0
2585427590	1	0
2585427591	3	0
2585427592	3	1
2585427593	1	0
2585427594	2	1
2585427595	2	0
2585427596	2	2
2585427597	2	1
2585427598	3	1
2585427599	7	0
2585427600	4	0
2585427601	0	1
2585427602	2	0
2585427607	3	0
2585427608	1	0
2585427609	1	0
2585427610	3	0
2585427611	1	1
2585428042	4	0
2585428043	3	1
2585428044	3	0
2585428045	0	1
2585428046	3	0
2585428056	3	0
2585428057	3	0
2585428058	3	0
2585428059	8	3
2585428060	0	0
2585428061	1	0
2585428062	1	0
2585428063	6	0
2585428064	4	0
2585428065	9	1
2585428066	3	1
2585428067	8	1
2585428068	3	1
2585428069	11	2
2585428070	5	2
2585428071	7	0
2585428073	1	0
2585428074	3	0
2585428075	6	0
2585428076	0	0
2585428077	5	0
2585428078	5	1
2585428079	5	1
2585428080	1	0
2585428081	6	0
2585428082	9	0
2585428083	2	0
2585428084	6	0
2585428085	4	0
2585428086	3	0
2585428087	4	0
2585428088	5	0
2585428089	7	0
2585428090	3	1
2585428091	3	0
2585428092	1	0
2585428093	2	2
2585428094	1	0
2585428095	1	0
2585428096	5	1
2585428097	6	0
2585428098	7	1
2585428099	8	1
2585428100	7	0
2585428101	6	1
2585428102	5	0
2585428103	8	1
2585428104	10	0
2585428105	6	0
2585428106	1	0
2585428115	1	1
2585428116	4	0
2585428117	3	0
2585428125	1	0
2585428133	1	0
2585428141	0	0
2585428142	3	0
2585428143	4	0
2585428144	2	1
2585428145	2	1
2585428146	6	0
2585428147	4	0
2585428148	10	0
2585428149	1	0
2585428150	3	2
2585428153	4	1
2585428154	4	0
2585428155	1	1
2585428156	1	0
2585428157	2	0
2585428170	1	1
2585428171	3	1
2585428172	2	0
2585428173	5	0
2585428174	6	2
2585428175	11	1
2585428176	1	0
2585428181	1	0
2585428182	0	0
2585428183	1	0
2585428184	1	0
2585428185	1	0
2585428186	6	0
2585428187	1	0
2585428188	3	0
2585428189	3	2
2585428190	3	0
2585428191	7	1
2585428192	1	1
2585428193	6	0
2588253501	1	0
2588253509	7	0
2588253510	4	0
2588253511	5	0
2588253517	2	0
2588253518	2	0
2588253519	5	0
2588253712	1	0
2588253727	4	0
2588254255	0	0
2588254257	1	0
2588254259	4	0
2588254263	3	0
2588254267	2	0
2588254269	3	0
2588254270	9	0
2588254271	1	0
2588254291	12	0
2588254304	1	0
2588254305	1	0
2590828806	0	0
2590828807	2	0
2590828815	2	0
2590828816	3	0
2590828817	2	0
2590828823	1	0
2590828854	4	0
2590828855	3	1
2590828856	6	0
2590828857	4	0
2590828858	2	1
2590828860	3	0
2590828861	2	0
2593339127	2	0
2593339128	4	1
2593339129	0	2
2593339130	3	0
2593339131	9	0
2593339134	2	0
2593339137	3	1
2593339138	5	0
2593339139	3	0
2593339140	6	0
2593339141	15	0
2593339144	6	0
2593339145	4	0
2593339146	4	1
2593339147	5	1
2593339148	3	0
2593339149	2	1
2593339150	1	0
2593339151	2	0
2593339152	1	0
2593339153	2	0
2593339154	1	0
2593339155	6	0
2593339156	6	0
2593339157	3	1
2593339158	5	1
2593339159	4	0
2593339162	3	2
2593339163	2	0
2593339164	3	0
2593339165	3	0
2593339166	2	0
2593339167	1	0
2593339195	2	0
2593339196	3	0
2593339197	0	0
2593339198	7	0
2593339199	9	0
2593339200	3	0
2593339208	2	0
2593339209	5	0
2593339210	3	0
2593339211	6	1
2593339212	1	0
2593339213	2	0
2593339214	5	1
2593339215	5	1
2593339216	5	0
2593339217	4	0
2593339219	3	1
2593339220	5	0
2593339221	4	1
2593339222	5	0
2593339223	2	0
2593339224	5	1
2593339225	2	1
2593339226	2	0
2593339236	4	0
2593339237	4	0
2593339238	0	1
2593339239	0	1
2593339240	6	1
2593339241	2	1
2593339242	4	0
2593339243	3	0
2593339244	5	0
2593339245	12	0
2593339252	3	0
2593339253	3	0
2593339254	4	1
2593339255	2	0
2593339256	7	0
2593339257	1	0
2593339258	0	0
2593339259	2	0
2593339260	1	1
2593339266	2	0
2593339267	2	1
2593339268	2	0
2593339269	3	0
2593339270	7	0
2593339271	3	0
2593339272	4	0
2593339273	0	0
2593339274	2	0
2593339275	0	0
2593339276	3	0
2593339277	3	0
2593339278	2	0
2593339279	1	0
2593339280	1	0
2593339281	3	0
2593339282	2	0
2593339283	3	0
2593339284	1	0
2593339285	4	0
2593339286	2	0
2593339287	1	2
2593339288	3	0
2593339289	1	0
2593339290	2	0
2593339291	1	0
2593339292	1	0
2593339293	3	0
2593339294	1	0
2593339295	0	0
2593339298	1	0
2593339299	1	0
2593339300	1	0
2593339301	1	0
2593339302	2	1
2593339303	2	0
2593339304	4	0
2595698202	3	1
2595698203	1	0
2595698204	4	0
2595698205	2	0
2595698206	2	0
2595698207	4	0
2595698208	2	0
2595698209	1	0
2595698210	1	0
2595698211	1	0
2595698212	1	0
2595698215	4	0
2595698216	4	0
2595698217	7	0
2595698218	2	0
2595698219	4	0
2595698220	1	0
2595698221	4	0
2595698222	7	0
2595698223	2	0
2595698224	1	0
2595698225	4	0
2595698227	5	0
2595698228	4	1
2595698237	2	0
2595698238	4	1
2595698239	6	0
2595698240	4	0
2595698241	4	2
2595698242	5	1
2595698243	4	0
2595698246	2	0
2595698247	0	0
2595698248	1	0
2595698249	1	1
2595698250	3	1
2595698251	4	0
2595698252	2	0
2595698253	5	0
2595698254	5	0
2595699002	0	0
2595699003	0	0
2595699004	1	0
2595699005	0	0
2595699006	2	0
2595699007	4	0
2595699008	1	0
2595699009	1	0
2596583511	2	0
2596583522	4	1
2596583523	1	0
2596583524	1	0
2596583525	1	0
2596583529	3	0
2596583530	2	0
2596583531	1	0
2596583532	6	0
2596583533	6	0
2596583534	1	1
2596583535	7	0
2596583536	5	0
2596583537	3	1
2596583538	4	0
2596583539	1	1
2596583540	4	1
2596583541	1	1
2596583542	4	0
2596583543	3	1
2596583544	2	0
2596583545	9	0
2596583546	3	0
2596583547	1	0
2596583548	2	0
2596583549	1	0
2596583555	2	0
2596583556	1	0
2596583557	1	0
2596583558	0	0
2596583559	1	0
2596583560	1	0
2596583561	1	0
2596583569	4	0
2596583570	1	0
2596583571	2	0
2596583572	1	0
2596583573	0	0
2596583574	3	0
2596583575	1	0
2596583576	1	0
2596583577	2	0
2596583578	2	0
2596583579	1	0
2596583580	0	1
2596583581	3	0
2596583582	3	0
2596583583	0	1
2596583584	1	0
2596583585	1	0
2596583586	8	0
2596583587	1	0
2596583595	2	1
2596583597	3	0
2596583598	2	0
2596583599	2	0
2596583600	2	0
2596583601	4	0
2596583602	5	0
2596583603	3	0
2596583604	3	1
2596583606	3	0
2596583621	3	0
2596583622	2	0
2596583623	4	0
2596583624	3	0
2596583625	2	0
2596583626	7	0
2596583627	2	0
2596583628	1	0
2596583629	1	0
2596583642	2	0
2596583643	4	0
2596583644	4	0
2596583645	0	0
2596583647	1	0
2596583648	3	0
2596583649	0	2
2596583650	1	0
2596583651	1	0
2596583652	1	0
2596583654	7	0
2596583655	3	0
2596583656	2	1
2596583657	1	0
2596583658	2	3
2596583659	3	1
2596583660	3	0
2596583671	2	0
2596583672	4	0
2596583673	4	0
2596583674	4	0
2596583675	2	1
2596583676	1	0
2596583677	2	0
2596583681	2	0
2596583682	1	0
2596583683	2	0
2596583684	5	0
2596583685	1	0
2596583686	7	0
2596583687	1	0
2596583688	1	0
2596583689	1	0
2596583690	4	0
2596583692	1	0
2596583693	4	0
2596583694	1	0
2596583696	6	0
2596583697	6	0
2596583698	2	0
2596583699	6	0
2596583700	2	1
2596583701	2	0
2596583702	3	1
2596583703	4	2
2597490334	1	1
2597490335	2	0
2597490336	3	0
2597490338	2	0
2597490339	2	1
2597490340	1	0
2597490341	1	0
2597490342	1	0
2597490343	1	0
2597490344	1	0
2597490345	1	0
2597490346	1	0
2597490347	1	0
2597490348	2	0
2597490349	4	0
2597490350	3	0
2597490351	1	0
2597490352	1	1
2597490353	1	1
2597490354	2	0
2597490355	1	0
2597490356	10	0
2597490357	4	0
2597490358	2	2
2597490362	1	0
2597490363	1	0
2597490364	2	0
2597490365	3	3
2597490366	5	0
2597490367	7	0
2597490368	3	2
2597490369	2	0
2597490370	1	0
2597490371	4	0
2597490373	2	0
2597490374	3	0
2597490375	4	0
2597490376	2	0
2597490377	2	0
2597490378	1	0
2597490379	1	0
2599185144	3	1
2599185145	1	0
2599185146	3	0
2599185147	1	0
2599185148	1	0
2599185149	3	0
2599185150	4	0
2599185152	2	1
2599185153	4	0
2599185155	0	0
2599185156	1	0
2599185160	2	0
2599185161	1	0
2599185162	1	0
2599185163	1	0
2599185164	2	0
2599185165	2	0
2599185166	1	0
2599185167	1	0
2599185168	1	0
2599185169	7	1
2599185170	3	0
2599185171	4	0
2599185172	3	0
2599185173	2	0
2599185174	6	1
2599185175	5	1
2599185176	2	0
2599185177	1	0
2599185178	1	0
2599185179	1	0
2599185180	3	1
2599185181	2	0
2599185182	0	0
2599185183	4	0
2599185184	1	0
2599185185	0	1
2599185186	2	0
2599185187	4	0
2599185188	1	0
2599185189	0	0
2599185190	0	0
2599185191	0	0
2599185192	4	0
2599185193	3	0
2599185194	3	0
2599185195	4	0
2599185196	2	0
2599185197	4	0
2599185202	4	0
2599185203	5	0
2599185204	3	0
2599185205	3	0
2599185206	3	1
2599185207	1	0
2599185208	2	0
2599185209	2	0
2599185210	1	0
2599185211	1	0
2599185212	0	0
2599185213	3	1
2599185214	1	0
2599185215	0	0
2599185216	2	0
2599185217	1	0
2599185218	6	0
2599185219	1	1
2599185220	2	0
2599185221	3	0
2599185222	8	0
2599185223	5	0
2599185224	2	0
2599185225	5	0
2599185226	1	0
2599185227	4	0
2599185228	3	0
2599185229	1	0
2599185230	4	0
2599185231	2	0
2599185232	6	0
2599185233	2	0
2599185234	1	1
2599185235	2	1
2599185236	3	0
2599185237	2	0
2599185238	1	0
2599185239	1	0
2599185240	3	0
2599185245	3	0
2599185247	1	0
2599185248	0	0
2599185257	1	0
2599185259	2	1
2599185260	3	0
2599185261	1	0
2599185262	1	1
2599185263	5	0
2599185264	8	0
2599185265	1	0
2599185266	1	1
2599185267	2	0
2599185268	1	0
2599185271	4	0
2599185272	3	0
2599185288	0	1
2599185289	0	0
2599185290	1	0
2599185291	0	1
2599185292	0	1
2599185297	1	0
2599185298	5	0
2599185299	3	0
2599185300	0	1
2599185301	1	0
2599185302	1	0
2599185303	0	1
2599185304	1	0
2599185305	0	1
2599185306	1	0
2599185307	1	0
2599185308	0	0
2599185309	1	0
2599185310	1	0
2599185311	1	0
2599185312	0	1
2599185313	1	1
2599185314	0	0
2599185315	0	0
2599185316	0	0
2599185317	0	0
2599185318	0	0
2599185319	1	0
2599185320	1	0
2599185321	0	0
2599185322	0	0
2599185323	0	1
2599185324	0	0
2599185325	0	0
2599185326	1	0
2599185335	0	1
2599185352	1	1
2599185353	4	1
2599185354	2	0
2599185355	3	0
2599185356	2	0
2599185358	4	0
2599185359	1	0
2600254929	2	1
2600254930	0	0
2600254931	1	0
2600254933	3	0
2600254943	4	0
2600254954	1	0
2600254955	2	0
2600255254	7	0
2600255255	5	0
2600255256	5	0
2600255257	4	0
2600255258	1	0
2600255279	3	0
2600255280	7	0
2600255281	6	1
2600255283	1	0
2600255286	9	0
2600255287	4	0
2600255288	5	0
2600255289	5	0
2600255290	5	0
2600255291	3	0
2600255292	3	0
2600255293	4	0
2600255296	1	0
2600255298	5	0
2600255299	5	0
2600255300	6	0
2600255301	6	0
2600255302	5	0
2600255303	4	0
2600255304	7	0
2600255305	7	0
2600255307	7	0
2600255308	1	0
2600255309	5	1
2600255310	4	0
2600255311	6	0
2600255313	2	0
2600255316	3	0
2600255318	0	1
2600255389	1	0
2600255390	1	0
2600255392	3	1
2600255393	1	0
2602042025	2	0
2602042026	3	2
2602042027	0	0
2602042028	1	0
2602042029	2	0
2602042030	4	1
2602042031	4	0
2602042032	4	0
2602042045	3	1
2602042046	7	0
2602042047	3	1
2602042050	2	1
2602042052	3	0
2602042053	5	0
2602042066	3	1
2602042067	7	0
2602042068	3	0
2602042071	9	0
2602042072	2	0
2602042075	2	0
2602042078	7	0
2602042090	4	0
2602042103	6	0
2602042104	5	0
2602042105	6	0
2602042106	3	1
2602042107	2	0
2602042109	2	1
2602042110	8	0
2602042111	3	0
2603880178	8	0
2603880184	5	0
2603880185	1	1
